step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,tokens_per_sec_per_M_params,total_tokens,grad_norm,timestamp
0,12.875810,N/A,N/A,2.50e-07,0.00,0.00,16384,N/A,2025-08-04 13:54:03
1,12.874591,N/A,N/A,5.00e-07,400.93,1.73,32768,N/A,2025-08-04 13:55:25
2,12.297329,N/A,N/A,7.50e-07,598.74,2.59,49152,N/A,2025-08-04 13:55:25
3,12.295474,N/A,N/A,1.00e-06,776.76,3.36,65536,N/A,2025-08-04 13:55:27
4,12.708700,N/A,N/A,1.25e-06,966.84,4.18,81920,N/A,2025-08-04 13:55:28
5,12.705632,N/A,N/A,1.50e-06,1155.29,5.00,98304,N/A,2025-08-04 13:55:28
6,12.597851,N/A,N/A,1.75e-06,1341.76,5.80,114688,N/A,2025-08-04 13:55:28
7,12.592278,N/A,N/A,2.00e-06,1526.96,6.60,131072,N/A,2025-08-04 13:55:29
8,12.534548,N/A,N/A,2.25e-06,1710.61,7.40,147456,N/A,2025-08-04 13:55:29
9,12.527468,N/A,N/A,2.50e-06,1892.64,8.18,163840,N/A,2025-08-04 13:55:29
10,12.591827,N/A,N/A,2.75e-06,31277.39,135.26,180224,1.0000,2025-08-04 13:55:30
11,12.581298,N/A,N/A,3.00e-06,31270.72,135.23,196608,N/A,2025-08-04 13:55:30
12,12.409943,N/A,N/A,3.25e-06,49074.89,212.23,212992,N/A,2025-08-04 13:55:31
13,12.399463,N/A,N/A,3.50e-06,49002.29,211.91,229376,N/A,2025-08-04 13:55:31
14,12.428760,N/A,N/A,3.75e-06,48669.33,210.47,245760,N/A,2025-08-04 13:55:31
15,12.417310,N/A,N/A,4.00e-06,48984.60,211.84,262144,N/A,2025-08-04 13:55:32
16,12.718076,N/A,N/A,4.25e-06,48735.01,210.76,278528,N/A,2025-08-04 13:55:32
17,12.703505,N/A,N/A,4.50e-06,48758.98,210.86,294912,N/A,2025-08-04 13:55:32
18,12.425065,N/A,N/A,4.75e-06,48548.35,209.95,311296,N/A,2025-08-04 13:55:33
19,12.413676,N/A,N/A,5.00e-06,49104.86,212.36,327680,N/A,2025-08-04 13:55:33
20,12.313579,N/A,N/A,5.25e-06,48537.24,209.90,344064,1.0000,2025-08-04 13:55:34
21,12.300686,N/A,N/A,5.50e-06,48807.88,211.07,360448,N/A,2025-08-04 13:55:34
22,12.612380,N/A,N/A,5.75e-06,48477.19,209.64,376832,N/A,2025-08-04 13:55:34
23,12.594613,N/A,N/A,6.00e-06,48778.24,210.95,393216,N/A,2025-08-04 13:55:35
24,12.312908,N/A,N/A,6.25e-06,48829.21,211.17,409600,N/A,2025-08-04 13:55:35
25,12.300961,N/A,N/A,6.50e-06,48791.40,211.00,425984,N/A,2025-08-04 13:55:35
26,12.289801,N/A,N/A,6.75e-06,48746.68,210.81,442368,N/A,2025-08-04 13:55:36
27,12.277318,N/A,N/A,7.00e-06,48742.20,210.79,458752,N/A,2025-08-04 13:55:36
28,12.251519,N/A,N/A,7.25e-06,48777.74,210.94,475136,N/A,2025-08-04 13:55:36
29,12.230293,N/A,N/A,7.50e-06,49103.39,212.35,491520,N/A,2025-08-04 13:55:37
30,12.322478,N/A,N/A,7.75e-06,48784.47,210.97,507904,1.0000,2025-08-04 13:55:37
31,12.301569,N/A,N/A,8.00e-06,48909.40,211.51,524288,N/A,2025-08-04 13:55:38
32,12.146206,N/A,N/A,8.25e-06,48878.70,211.38,540672,N/A,2025-08-04 13:55:38
33,12.127473,N/A,N/A,8.50e-06,48495.83,209.72,557056,N/A,2025-08-04 13:55:38
34,12.307373,N/A,N/A,8.75e-06,48722.08,210.70,573440,N/A,2025-08-04 13:55:39
35,12.272901,N/A,N/A,9.00e-06,48729.23,210.73,589824,N/A,2025-08-04 13:55:39
36,12.292877,N/A,N/A,9.25e-06,48852.29,211.27,606208,N/A,2025-08-04 13:55:39
37,12.257640,N/A,N/A,9.50e-06,48828.61,211.16,622592,N/A,2025-08-04 13:55:40
38,12.365489,N/A,N/A,9.75e-06,49029.31,212.03,638976,N/A,2025-08-04 13:55:40
39,12.322414,N/A,N/A,1.00e-05,48934.95,211.62,655360,N/A,2025-08-04 13:55:41
40,11.985883,N/A,N/A,1.03e-05,48646.56,210.38,671744,1.0000,2025-08-04 13:55:41
41,11.948232,N/A,N/A,1.05e-05,48678.45,210.51,688128,N/A,2025-08-04 13:55:41
42,11.972834,N/A,N/A,1.08e-05,48764.33,210.89,704512,N/A,2025-08-04 13:55:42
43,11.943235,N/A,N/A,1.10e-05,48748.92,210.82,720896,N/A,2025-08-04 13:55:42
44,11.951821,N/A,N/A,1.13e-05,48504.28,209.76,737280,N/A,2025-08-04 13:55:42
45,11.923432,N/A,N/A,1.15e-05,48626.09,210.29,753664,N/A,2025-08-04 13:55:43
46,11.966713,N/A,N/A,1.18e-05,48369.51,209.18,770048,N/A,2025-08-04 13:55:43
47,11.933013,N/A,N/A,1.20e-05,48383.99,209.24,786432,N/A,2025-08-04 13:55:44
48,11.892035,N/A,N/A,1.22e-05,48483.94,209.67,802816,N/A,2025-08-04 13:55:44
49,11.856681,N/A,N/A,1.25e-05,48986.01,211.84,819200,N/A,2025-08-04 13:55:44
50,11.774175,N/A,N/A,1.28e-05,48707.18,210.64,835584,1.0000,2025-08-04 13:55:45
51,11.743734,N/A,N/A,1.30e-05,48690.14,210.56,851968,N/A,2025-08-04 13:55:45
52,11.887877,N/A,N/A,1.33e-05,48768.33,210.90,868352,N/A,2025-08-04 13:55:45
53,11.860105,N/A,N/A,1.35e-05,49006.38,211.93,884736,N/A,2025-08-04 13:55:46
54,11.983982,N/A,N/A,1.38e-05,49030.08,212.03,901120,N/A,2025-08-04 13:55:46
55,11.943758,N/A,N/A,1.40e-05,48999.83,211.90,917504,N/A,2025-08-04 13:55:47
56,11.827489,N/A,N/A,1.42e-05,48731.00,210.74,933888,N/A,2025-08-04 13:55:47
57,11.782582,N/A,N/A,1.45e-05,49025.60,212.02,950272,N/A,2025-08-04 13:55:47
58,11.592744,N/A,N/A,1.47e-05,49019.65,211.99,966656,N/A,2025-08-04 13:55:48
59,11.552180,N/A,N/A,1.50e-05,48787.01,210.98,983040,N/A,2025-08-04 13:55:48
60,11.995790,N/A,N/A,1.52e-05,48825.62,211.15,999424,1.0000,2025-08-04 13:55:48
61,11.984245,N/A,N/A,1.55e-05,48570.32,210.05,1015808,N/A,2025-08-04 13:55:49
62,11.346946,N/A,N/A,1.57e-05,48615.78,210.24,1032192,N/A,2025-08-04 13:55:49
63,11.304373,N/A,N/A,1.60e-05,48358.76,209.13,1048576,N/A,2025-08-04 13:55:50
64,11.497405,N/A,N/A,1.63e-05,48678.12,210.51,1064960,N/A,2025-08-04 13:55:50
65,11.454312,N/A,N/A,1.65e-05,48679.00,210.52,1081344,N/A,2025-08-04 13:55:50
66,11.432831,N/A,N/A,1.68e-05,48700.72,210.61,1097728,N/A,2025-08-04 13:55:51
67,11.395233,N/A,N/A,1.70e-05,48776.11,210.94,1114112,N/A,2025-08-04 13:55:51
68,11.054800,N/A,N/A,1.73e-05,49074.69,212.23,1130496,N/A,2025-08-04 13:55:51
69,10.998117,N/A,N/A,1.75e-05,49090.48,212.30,1146880,N/A,2025-08-04 13:55:52
70,11.197227,N/A,N/A,1.78e-05,48716.49,210.68,1163264,1.0000,2025-08-04 13:55:52
71,11.149871,N/A,N/A,1.80e-05,48682.17,210.53,1179648,N/A,2025-08-04 13:55:53
72,11.013491,N/A,N/A,1.82e-05,48591.85,210.14,1196032,N/A,2025-08-04 13:55:53
73,10.946485,N/A,N/A,1.85e-05,48568.47,210.04,1212416,N/A,2025-08-04 13:55:53
74,10.285393,N/A,N/A,1.88e-05,48593.73,210.15,1228800,N/A,2025-08-04 13:55:54
75,10.219842,N/A,N/A,1.90e-05,48557.39,209.99,1245184,N/A,2025-08-04 13:55:54
76,10.780750,N/A,N/A,1.93e-05,48207.94,208.48,1261568,N/A,2025-08-04 13:55:54
77,10.718674,N/A,N/A,1.95e-05,48440.19,209.48,1277952,N/A,2025-08-04 13:55:55
78,9.561471,N/A,N/A,1.98e-05,48703.51,210.62,1294336,N/A,2025-08-04 13:55:55
79,9.448342,N/A,N/A,2.00e-05,49338.51,213.37,1310720,N/A,2025-08-04 13:55:56
80,10.045774,N/A,N/A,2.02e-05,48722.14,210.70,1327104,1.0000,2025-08-04 13:55:56
81,9.959331,N/A,N/A,2.05e-05,48852.77,211.27,1343488,N/A,2025-08-04 13:55:56
82,9.932168,N/A,N/A,2.07e-05,48547.77,209.95,1359872,N/A,2025-08-04 13:55:57
83,9.851582,N/A,N/A,2.10e-05,48616.59,210.25,1376256,N/A,2025-08-04 13:55:57
84,10.329253,N/A,N/A,2.13e-05,48637.29,210.34,1392640,N/A,2025-08-04 13:55:57
85,10.262343,N/A,N/A,2.15e-05,48716.77,210.68,1409024,N/A,2025-08-04 13:55:58
86,9.964307,N/A,N/A,2.18e-05,48265.46,208.73,1425408,N/A,2025-08-04 13:55:58
87,9.895455,N/A,N/A,2.20e-05,48253.26,208.68,1441792,N/A,2025-08-04 13:55:59
88,10.925581,N/A,N/A,2.22e-05,48298.09,208.87,1458176,N/A,2025-08-04 13:55:59
89,10.877153,N/A,N/A,2.25e-05,48633.06,210.32,1474560,N/A,2025-08-04 13:55:59
90,10.622355,N/A,N/A,2.28e-05,48638.56,210.34,1490944,1.0000,2025-08-04 13:56:00
91,10.572049,N/A,N/A,2.30e-05,48733.16,210.75,1507328,N/A,2025-08-04 13:56:00
92,10.364167,N/A,N/A,2.33e-05,48883.28,211.40,1523712,N/A,2025-08-04 13:56:00
93,10.306791,N/A,N/A,2.35e-05,48503.00,209.76,1540096,N/A,2025-08-04 13:56:01
94,9.886155,N/A,N/A,2.37e-05,48709.03,210.65,1556480,N/A,2025-08-04 13:56:01
95,9.822113,N/A,N/A,2.40e-05,49149.65,212.55,1572864,N/A,2025-08-04 13:56:02
96,9.330984,N/A,N/A,2.42e-05,48799.63,211.04,1589248,N/A,2025-08-04 13:56:02
97,9.259804,N/A,N/A,2.45e-05,48760.95,210.87,1605632,N/A,2025-08-04 13:56:02
98,9.634549,N/A,N/A,2.48e-05,49104.84,212.36,1622016,N/A,2025-08-04 13:56:03
99,9.575572,N/A,N/A,2.50e-05,48998.00,211.90,1638400,N/A,2025-08-04 13:56:03
100,8.274167,N/A,N/A,2.53e-05,48984.25,211.84,1654784,1.0000,2025-08-04 13:56:03
101,8.192727,N/A,N/A,2.55e-05,5946.42,25.72,1671168,N/A,2025-08-04 13:56:28
102,8.756337,N/A,N/A,2.57e-05,5952.06,25.74,1687552,N/A,2025-08-04 13:56:28
103,8.685564,N/A,N/A,2.60e-05,5948.22,25.72,1703936,N/A,2025-08-04 13:56:29
104,9.185883,N/A,N/A,2.63e-05,5948.31,25.72,1720320,N/A,2025-08-04 13:56:29
105,9.129362,N/A,N/A,2.65e-05,5953.36,25.75,1736704,N/A,2025-08-04 13:56:29
106,8.000705,N/A,N/A,2.68e-05,5948.94,25.73,1753088,N/A,2025-08-04 13:56:30
107,7.932570,N/A,N/A,2.70e-05,5948.49,25.72,1769472,N/A,2025-08-04 13:56:30
108,8.320669,N/A,N/A,2.72e-05,5949.96,25.73,1785856,N/A,2025-08-04 13:56:31
109,8.271696,N/A,N/A,2.75e-05,5953.48,25.75,1802240,N/A,2025-08-04 13:56:31
110,9.314673,N/A,N/A,2.77e-05,49028.33,212.03,1818624,1.0000,2025-08-04 13:56:31
111,9.271212,N/A,N/A,2.80e-05,48918.75,211.55,1835008,N/A,2025-08-04 13:56:32
112,6.624230,N/A,N/A,2.83e-05,49048.17,212.11,1851392,N/A,2025-08-04 13:56:32
113,6.566287,N/A,N/A,2.85e-05,48768.75,210.90,1867776,N/A,2025-08-04 13:56:32
114,9.322491,N/A,N/A,2.87e-05,48791.13,211.00,1884160,N/A,2025-08-04 13:56:33
115,9.283005,N/A,N/A,2.90e-05,48809.86,211.08,1900544,N/A,2025-08-04 13:56:33
116,7.527206,N/A,N/A,2.92e-05,48815.18,211.11,1916928,N/A,2025-08-04 13:56:34
117,7.497840,N/A,N/A,2.95e-05,48997.24,211.89,1933312,N/A,2025-08-04 13:56:34
118,8.134061,N/A,N/A,2.98e-05,48499.92,209.74,1949696,N/A,2025-08-04 13:56:34
119,8.101108,N/A,N/A,3.00e-05,48957.39,211.72,1966080,N/A,2025-08-04 13:56:35
120,6.866817,N/A,N/A,3.03e-05,48518.59,209.82,1982464,1.0000,2025-08-04 13:56:35
121,6.836883,N/A,N/A,3.05e-05,48687.05,210.55,1998848,N/A,2025-08-04 13:56:35
122,8.393402,N/A,N/A,3.08e-05,48953.56,211.70,2015232,N/A,2025-08-04 13:56:36
123,8.366370,N/A,N/A,3.10e-05,48654.40,210.41,2031616,N/A,2025-08-04 13:56:36
124,8.625609,N/A,N/A,3.13e-05,48606.64,210.20,2048000,N/A,2025-08-04 13:56:37
125,8.602700,N/A,N/A,3.15e-05,48543.37,209.93,2064384,N/A,2025-08-04 13:56:37
126,6.898396,N/A,N/A,3.18e-05,48606.36,210.20,2080768,N/A,2025-08-04 13:56:37
127,6.872010,N/A,N/A,3.20e-05,48837.72,211.20,2097152,N/A,2025-08-04 13:56:38
128,6.437234,N/A,N/A,3.22e-05,48891.64,211.44,2113536,N/A,2025-08-04 13:56:38
129,6.882187,N/A,N/A,3.25e-05,49197.32,212.76,2129920,N/A,2025-08-04 13:56:38
130,9.244987,N/A,N/A,3.28e-05,48968.66,211.77,2146304,1.0000,2025-08-04 13:56:39
131,7.742207,N/A,N/A,3.30e-05,48615.46,210.24,2162688,N/A,2025-08-04 13:56:39
132,7.995243,N/A,N/A,3.33e-05,48897.45,211.46,2179072,N/A,2025-08-04 13:56:40
133,7.891564,N/A,N/A,3.35e-05,49239.44,212.94,2195456,N/A,2025-08-04 13:56:40
134,7.792523,N/A,N/A,3.38e-05,49055.51,212.14,2211840,N/A,2025-08-04 13:56:40
135,7.960099,N/A,N/A,3.40e-05,49065.61,212.19,2228224,N/A,2025-08-04 13:56:41
136,7.744994,N/A,N/A,3.42e-05,49106.14,212.36,2244608,N/A,2025-08-04 13:56:41
137,7.996552,N/A,N/A,3.45e-05,49087.15,212.28,2260992,N/A,2025-08-04 13:56:41
138,7.588391,N/A,N/A,3.48e-05,49338.69,213.37,2277376,N/A,2025-08-04 13:56:42
139,7.519770,N/A,N/A,3.50e-05,49316.31,213.27,2293760,N/A,2025-08-04 13:56:42
140,8.355589,N/A,N/A,3.53e-05,49475.34,213.96,2310144,1.0000,2025-08-04 13:56:42
141,8.383070,N/A,N/A,3.55e-05,48888.45,211.42,2326528,N/A,2025-08-04 13:56:43
142,8.196039,N/A,N/A,3.58e-05,48888.76,211.42,2342912,N/A,2025-08-04 13:56:43
143,7.019261,N/A,N/A,3.60e-05,49104.24,212.36,2359296,N/A,2025-08-04 13:56:44
144,7.143837,N/A,N/A,3.63e-05,48843.13,211.23,2375680,N/A,2025-08-04 13:56:44
145,7.841581,N/A,N/A,3.65e-05,49090.52,212.30,2392064,N/A,2025-08-04 13:56:44
146,8.822148,N/A,N/A,3.68e-05,48768.05,210.90,2408448,N/A,2025-08-04 13:56:45
147,7.963383,N/A,N/A,3.70e-05,48429.47,209.44,2424832,N/A,2025-08-04 13:56:45
148,8.418670,N/A,N/A,3.72e-05,48342.26,209.06,2441216,N/A,2025-08-04 13:56:45
149,8.167583,N/A,N/A,3.75e-05,48559.35,210.00,2457600,N/A,2025-08-04 13:56:46
150,7.461777,N/A,N/A,3.78e-05,48799.04,211.04,2473984,1.0000,2025-08-04 13:56:46
151,8.454574,N/A,N/A,3.80e-05,48483.91,209.67,2490368,N/A,2025-08-04 13:56:47
152,9.182725,N/A,N/A,3.83e-05,48099.43,208.01,2506752,N/A,2025-08-04 13:56:47
153,7.272786,N/A,N/A,3.85e-05,48355.62,209.12,2523136,N/A,2025-08-04 13:56:47
154,9.066985,N/A,N/A,3.87e-05,48091.36,207.97,2539520,N/A,2025-08-04 13:56:48
155,7.815027,N/A,N/A,3.90e-05,48421.59,209.40,2555904,N/A,2025-08-04 13:56:48
156,7.226634,N/A,N/A,3.93e-05,48756.65,210.85,2572288,N/A,2025-08-04 13:56:48
157,6.975676,N/A,N/A,3.95e-05,48858.51,211.29,2588672,N/A,2025-08-04 13:56:49
158,7.455851,N/A,N/A,3.98e-05,48874.08,211.36,2605056,N/A,2025-08-04 13:56:49
159,6.818216,N/A,N/A,4.00e-05,48967.89,211.77,2621440,N/A,2025-08-04 13:56:50
160,8.402615,N/A,N/A,4.03e-05,49073.63,212.22,2637824,1.0000,2025-08-04 13:56:50
161,5.970983,N/A,N/A,4.05e-05,48835.24,211.19,2654208,N/A,2025-08-04 13:56:50
162,6.580148,N/A,N/A,4.08e-05,48833.97,211.19,2670592,N/A,2025-08-04 13:56:51
163,6.939410,N/A,N/A,4.10e-05,48825.33,211.15,2686976,N/A,2025-08-04 13:56:51
164,6.790457,N/A,N/A,4.12e-05,48808.11,211.07,2703360,N/A,2025-08-04 13:56:51
165,6.632924,N/A,N/A,4.15e-05,48550.87,209.96,2719744,N/A,2025-08-04 13:56:52
166,5.741618,N/A,N/A,4.17e-05,48557.72,209.99,2736128,N/A,2025-08-04 13:56:52
167,6.531614,N/A,N/A,4.20e-05,48540.87,209.92,2752512,N/A,2025-08-04 13:56:53
168,7.118935,N/A,N/A,4.23e-05,48748.76,210.82,2768896,N/A,2025-08-04 13:56:53
169,7.993840,N/A,N/A,4.25e-05,48621.72,210.27,2785280,N/A,2025-08-04 13:56:53
170,7.745764,N/A,N/A,4.28e-05,48451.34,209.53,2801664,1.0000,2025-08-04 13:56:54
171,7.829612,N/A,N/A,4.30e-05,48453.74,209.54,2818048,N/A,2025-08-04 13:56:54
172,8.207075,N/A,N/A,4.33e-05,48447.57,209.52,2834432,N/A,2025-08-04 13:56:54
173,7.098957,N/A,N/A,4.35e-05,48454.50,209.55,2850816,N/A,2025-08-04 13:56:55
174,7.747427,N/A,N/A,4.38e-05,48726.37,210.72,2867200,N/A,2025-08-04 13:56:55
175,8.231523,N/A,N/A,4.40e-05,48630.35,210.31,2883584,N/A,2025-08-04 13:56:56
176,7.816561,N/A,N/A,4.42e-05,48641.62,210.35,2899968,N/A,2025-08-04 13:56:56
177,8.381791,N/A,N/A,4.45e-05,48363.65,209.15,2916352,N/A,2025-08-04 13:56:56
178,8.386989,N/A,N/A,4.47e-05,48733.03,210.75,2932736,N/A,2025-08-04 13:56:57
179,8.316761,N/A,N/A,4.50e-05,49440.36,213.81,2949120,N/A,2025-08-04 13:56:57
180,8.987085,N/A,N/A,4.53e-05,49023.48,212.01,2965504,1.0000,2025-08-04 13:56:57
181,6.788991,N/A,N/A,4.55e-05,49346.50,213.40,2981888,N/A,2025-08-04 13:56:58
182,7.025569,N/A,N/A,4.58e-05,49071.92,212.22,2998272,N/A,2025-08-04 13:56:58
183,6.406778,N/A,N/A,4.60e-05,49085.51,212.27,3014656,N/A,2025-08-04 13:56:59
184,7.271732,N/A,N/A,4.63e-05,49275.64,213.10,3031040,N/A,2025-08-04 13:56:59
185,7.283477,N/A,N/A,4.65e-05,49293.62,213.17,3047424,N/A,2025-08-04 13:56:59
186,7.767042,N/A,N/A,4.68e-05,49631.66,214.64,3063808,N/A,2025-08-04 13:57:00
187,8.075679,N/A,N/A,4.70e-05,49246.79,212.97,3080192,N/A,2025-08-04 13:57:00
188,9.942681,N/A,N/A,4.73e-05,49368.36,213.50,3096576,N/A,2025-08-04 13:57:00
189,7.014121,N/A,N/A,4.75e-05,49738.07,215.10,3112960,N/A,2025-08-04 13:57:01
190,7.235643,N/A,N/A,4.78e-05,49194.94,212.75,3129344,1.0000,2025-08-04 13:57:01
191,8.019352,N/A,N/A,4.80e-05,49478.19,213.97,3145728,N/A,2025-08-04 13:57:01
192,7.493244,N/A,N/A,4.83e-05,49469.98,213.94,3162112,N/A,2025-08-04 13:57:02
193,7.171902,N/A,N/A,4.85e-05,49421.25,213.73,3178496,N/A,2025-08-04 13:57:02
194,7.950871,N/A,N/A,4.87e-05,49383.38,213.56,3194880,N/A,2025-08-04 13:57:03
195,7.402411,N/A,N/A,4.90e-05,49111.58,212.39,3211264,N/A,2025-08-04 13:57:03
196,7.014656,N/A,N/A,4.93e-05,49342.87,213.39,3227648,N/A,2025-08-04 13:57:03
197,7.325541,N/A,N/A,4.95e-05,49382.65,213.56,3244032,N/A,2025-08-04 13:57:04
198,7.857940,N/A,N/A,4.98e-05,49182.48,212.69,3260416,N/A,2025-08-04 13:57:04
199,6.065954,N/A,N/A,5.00e-05,48968.48,211.77,3276800,N/A,2025-08-04 13:57:04
200,6.963517,N/A,N/A,5.00e-05,48606.71,210.20,3293184,1.0000,2025-08-04 13:57:05
201,7.676128,N/A,N/A,5.00e-05,26804.87,115.92,3309568,N/A,2025-08-04 13:57:08
202,6.259864,N/A,N/A,5.00e-05,26858.21,116.15,3325952,N/A,2025-08-04 13:57:08
203,7.969431,N/A,N/A,5.00e-05,26870.89,116.21,3342336,N/A,2025-08-04 13:57:09
204,7.266849,N/A,N/A,5.00e-05,26956.44,116.58,3358720,N/A,2025-08-04 13:57:09
205,6.887428,N/A,N/A,5.00e-05,26820.78,115.99,3375104,N/A,2025-08-04 13:57:09
206,4.727977,N/A,N/A,5.00e-05,26722.32,115.56,3391488,N/A,2025-08-04 13:57:10
207,6.139130,N/A,N/A,5.00e-05,26805.63,115.92,3407872,N/A,2025-08-04 13:57:10
208,6.082356,N/A,N/A,5.00e-05,27020.92,116.85,3424256,N/A,2025-08-04 13:57:11
209,5.449914,N/A,N/A,5.00e-05,27025.88,116.88,3440640,N/A,2025-08-04 13:57:11
210,6.398118,N/A,N/A,5.00e-05,49089.74,212.29,3457024,1.0000,2025-08-04 13:57:11
211,7.331593,N/A,N/A,5.00e-05,48747.72,210.81,3473408,N/A,2025-08-04 13:57:12
212,6.932825,N/A,N/A,5.00e-05,48754.88,210.84,3489792,N/A,2025-08-04 13:57:12
213,6.170312,N/A,N/A,5.00e-05,48771.02,210.91,3506176,N/A,2025-08-04 13:57:12
214,6.710986,N/A,N/A,5.00e-05,49107.78,212.37,3522560,N/A,2025-08-04 13:57:13
215,6.582623,N/A,N/A,5.00e-05,49422.12,213.73,3538944,N/A,2025-08-04 13:57:13
216,8.313031,N/A,N/A,5.00e-05,49049.65,212.12,3555328,N/A,2025-08-04 13:57:14
217,6.460487,N/A,N/A,5.00e-05,49081.30,212.26,3571712,N/A,2025-08-04 13:57:14
218,8.142447,N/A,N/A,5.00e-05,49481.06,213.98,3588096,N/A,2025-08-04 13:57:14
219,7.410674,N/A,N/A,5.00e-05,49398.99,213.63,3604480,N/A,2025-08-04 13:57:15
220,7.625420,N/A,N/A,5.00e-05,49561.80,214.33,3620864,1.0000,2025-08-04 13:57:15
221,8.261634,N/A,N/A,5.00e-05,49555.97,214.31,3637248,N/A,2025-08-04 13:57:15
222,7.261554,N/A,N/A,5.00e-05,49538.52,214.23,3653632,N/A,2025-08-04 13:57:16
223,7.064834,N/A,N/A,5.00e-05,49574.85,214.39,3670016,N/A,2025-08-04 13:57:16
224,6.733620,N/A,N/A,5.00e-05,49604.88,214.52,3686400,N/A,2025-08-04 13:57:16
225,7.190778,N/A,N/A,5.00e-05,49681.94,214.85,3702784,N/A,2025-08-04 13:57:17
226,7.363432,N/A,N/A,5.00e-05,49636.91,214.66,3719168,N/A,2025-08-04 13:57:17
227,7.090494,N/A,N/A,5.00e-05,49635.22,214.65,3735552,N/A,2025-08-04 13:57:18
228,5.953887,N/A,N/A,5.00e-05,49319.28,213.29,3751936,N/A,2025-08-04 13:57:18
229,7.818671,N/A,N/A,5.00e-05,49515.95,214.14,3768320,N/A,2025-08-04 13:57:18
230,6.553629,N/A,N/A,5.00e-05,48707.15,210.64,3784704,1.0000,2025-08-04 13:57:19
231,6.383591,N/A,N/A,5.00e-05,48705.79,210.63,3801088,N/A,2025-08-04 13:57:19
232,7.107815,N/A,N/A,5.00e-05,48625.96,210.29,3817472,N/A,2025-08-04 13:57:19
233,7.680752,N/A,N/A,5.00e-05,48282.29,208.80,3833856,N/A,2025-08-04 13:57:20
234,6.066613,N/A,N/A,5.00e-05,48557.98,209.99,3850240,N/A,2025-08-04 13:57:20
235,7.756615,N/A,N/A,5.00e-05,48502.09,209.75,3866624,N/A,2025-08-04 13:57:21
236,6.552575,N/A,N/A,5.00e-05,48503.05,209.76,3883008,N/A,2025-08-04 13:57:21
237,8.402107,N/A,N/A,5.00e-05,49153.91,212.57,3899392,N/A,2025-08-04 13:57:21
238,7.454418,N/A,N/A,5.00e-05,48876.15,211.37,3915776,N/A,2025-08-04 13:57:22
239,7.509535,N/A,N/A,5.00e-05,49682.30,214.86,3932160,N/A,2025-08-04 13:57:22
240,5.077172,N/A,N/A,5.00e-05,49166.35,212.62,3948544,1.0000,2025-08-04 13:57:22
241,6.956819,N/A,N/A,5.00e-05,49457.99,213.89,3964928,N/A,2025-08-04 13:57:23
242,7.492898,N/A,N/A,5.00e-05,49724.70,215.04,3981312,N/A,2025-08-04 13:57:23
243,6.296535,N/A,N/A,5.00e-05,49715.84,215.00,3997696,N/A,2025-08-04 13:57:23
244,6.088608,N/A,N/A,5.00e-05,49616.80,214.57,4014080,N/A,2025-08-04 13:57:24
245,5.992033,N/A,N/A,5.00e-05,49608.50,214.54,4030464,N/A,2025-08-04 13:57:24
246,6.570550,N/A,N/A,5.00e-05,49629.55,214.63,4046848,N/A,2025-08-04 13:57:25
247,7.395180,N/A,N/A,5.00e-05,49675.50,214.83,4063232,N/A,2025-08-04 13:57:25
248,5.504293,N/A,N/A,5.00e-05,49684.46,214.86,4079616,N/A,2025-08-04 13:57:25
249,7.321652,N/A,N/A,5.00e-05,50222.23,217.19,4096000,N/A,2025-08-04 13:57:26
250,6.920778,N/A,N/A,5.00e-05,49723.58,215.03,4112384,1.0000,2025-08-04 13:57:26
251,7.547680,N/A,N/A,5.00e-05,49791.60,215.33,4128768,N/A,2025-08-04 13:57:26
252,7.124515,N/A,N/A,5.00e-05,49680.21,214.85,4145152,N/A,2025-08-04 13:57:27
253,6.681719,N/A,N/A,5.00e-05,49734.70,215.08,4161536,N/A,2025-08-04 13:57:27
254,5.658818,N/A,N/A,5.00e-05,49736.42,215.09,4177920,N/A,2025-08-04 13:57:28
255,7.157756,N/A,N/A,5.00e-05,49388.35,213.58,4194304,N/A,2025-08-04 13:57:28
256,7.308957,N/A,N/A,5.00e-05,49663.06,214.77,4210688,N/A,2025-08-04 13:57:28
257,6.411342,N/A,N/A,5.00e-05,49642.97,214.68,4227072,N/A,2025-08-04 13:57:29
258,7.941457,N/A,N/A,5.00e-05,49633.98,214.65,4243456,N/A,2025-08-04 13:57:29
259,7.114504,N/A,N/A,5.00e-05,49863.56,215.64,4259840,N/A,2025-08-04 13:57:29
260,7.300805,N/A,N/A,5.00e-05,49670.19,214.80,4276224,1.0000,2025-08-04 13:57:30
261,5.720887,N/A,N/A,5.00e-05,49777.33,215.27,4292608,N/A,2025-08-04 13:57:30
262,7.150513,N/A,N/A,5.00e-05,49719.14,215.01,4308992,N/A,2025-08-04 13:57:30
263,7.491363,N/A,N/A,5.00e-05,49766.07,215.22,4325376,N/A,2025-08-04 13:57:31
264,5.418455,N/A,N/A,5.00e-05,50103.06,216.67,4341760,N/A,2025-08-04 13:57:31
265,6.535414,N/A,N/A,5.00e-05,50110.61,216.71,4358144,N/A,2025-08-04 13:57:32
266,7.450354,N/A,N/A,5.00e-05,49918.40,215.88,4374528,N/A,2025-08-04 13:57:32
267,8.790819,N/A,N/A,5.00e-05,49946.70,216.00,4390912,N/A,2025-08-04 13:57:32
