step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,avg_seq_len,total_tokens,grad_norm,timestamp
14046,5.576261,N/A,N/A,1.46e-04,16496.53,854.50,125882,N/A,2025-08-05 18:37:47
14047,5.928172,N/A,N/A,1.46e-04,15868.29,419.75,127561,N/A,2025-08-05 18:37:47
14048,5.787706,N/A,N/A,1.46e-04,14926.09,354.50,128979,N/A,2025-08-05 18:37:48
14049,5.541150,N/A,N/A,1.46e-04,15904.80,650.75,131582,N/A,2025-08-05 18:37:48
14050,5.595303,N/A,N/A,1.46e-04,15280.56,719.00,134458,86429.8927,2025-08-05 18:37:48
14051,4.736300,N/A,N/A,1.46e-04,15246.17,717.75,137329,N/A,2025-08-05 18:37:48
14052,5.458086,N/A,N/A,1.46e-04,15319.50,685.75,140072,N/A,2025-08-05 18:37:48
14053,5.680446,N/A,N/A,1.46e-04,15955.43,751.75,143079,N/A,2025-08-05 18:37:48
14054,5.764335,N/A,N/A,1.46e-04,15842.87,683.00,145811,N/A,2025-08-05 18:37:49
14055,5.535100,N/A,N/A,1.46e-04,16246.90,909.25,149448,N/A,2025-08-05 18:37:49
14056,5.161460,N/A,N/A,1.45e-04,15891.09,700.25,152249,N/A,2025-08-05 18:37:49
14057,5.800031,N/A,N/A,1.45e-04,16946.22,898.50,155843,N/A,2025-08-05 18:37:49
14058,5.133774,N/A,N/A,1.45e-04,17849.18,724.25,158740,N/A,2025-08-05 18:37:49
14059,4.875810,N/A,N/A,1.45e-04,18029.09,587.25,161089,N/A,2025-08-05 18:37:50
14060,5.433170,N/A,N/A,1.45e-04,17118.02,483.50,163023,9525.9973,2025-08-05 18:37:50
14061,6.045138,N/A,N/A,1.45e-04,16836.57,642.00,165591,N/A,2025-08-05 18:37:50
14062,5.481557,N/A,N/A,1.45e-04,17189.21,778.75,168706,N/A,2025-08-05 18:37:50
14063,5.681208,N/A,N/A,1.45e-04,17018.45,691.25,171471,N/A,2025-08-05 18:37:50
14064,5.550622,N/A,N/A,1.45e-04,17135.16,713.75,174326,N/A,2025-08-05 18:37:51
14065,5.582366,N/A,N/A,1.45e-04,16853.23,813.00,177578,N/A,2025-08-05 18:37:51
14066,5.268287,N/A,N/A,1.45e-04,17415.35,867.00,181046,N/A,2025-08-05 18:37:51
14067,4.855849,N/A,N/A,1.45e-04,17221.19,811.50,184292,N/A,2025-08-05 18:37:51
14068,5.264296,N/A,N/A,1.45e-04,16893.96,579.75,186611,N/A,2025-08-05 18:37:51
14069,5.183393,N/A,N/A,1.45e-04,17923.70,847.50,190001,N/A,2025-08-05 18:37:51
14070,5.729983,N/A,N/A,1.45e-04,18879.49,985.50,193943,566504.9745,2025-08-05 18:37:52
14071,5.060566,N/A,N/A,1.45e-04,19088.20,748.00,196935,N/A,2025-08-05 18:37:52
14072,5.663220,N/A,N/A,1.45e-04,18722.68,620.50,199417,N/A,2025-08-05 18:37:52
14073,5.806811,N/A,N/A,1.45e-04,18440.81,578.25,201730,N/A,2025-08-05 18:37:52
14074,5.127038,N/A,N/A,1.45e-04,18457.37,694.75,204509,N/A,2025-08-05 18:37:52
14075,5.206468,N/A,N/A,1.45e-04,18008.40,640.75,207072,N/A,2025-08-05 18:37:53
14076,5.333817,N/A,N/A,1.45e-04,17956.03,841.25,210437,N/A,2025-08-05 18:37:53
14077,5.036188,N/A,N/A,1.45e-04,17183.26,523.00,212529,N/A,2025-08-05 18:37:53
14078,5.155917,N/A,N/A,1.45e-04,16743.52,411.75,214176,N/A,2025-08-05 18:37:53
14079,5.399490,N/A,N/A,1.45e-04,17086.74,841.25,217541,N/A,2025-08-05 18:37:53
14080,5.667328,N/A,N/A,1.45e-04,16514.39,899.25,221138,956569.9336,2025-08-05 18:37:53
14081,5.245063,N/A,N/A,1.45e-04,16110.12,632.25,223667,N/A,2025-08-05 18:37:54
14082,5.016771,N/A,N/A,1.45e-04,16491.99,779.75,226786,N/A,2025-08-05 18:37:54
14083,5.218653,N/A,N/A,1.45e-04,16722.85,672.50,229476,N/A,2025-08-05 18:37:54
14084,5.245356,N/A,N/A,1.44e-04,15784.35,307.75,230707,N/A,2025-08-05 18:37:54
14085,5.746910,N/A,N/A,1.44e-04,15616.16,622.50,233197,N/A,2025-08-05 18:37:54
14086,5.455543,N/A,N/A,1.44e-04,15189.12,637.75,235748,N/A,2025-08-05 18:37:55
14087,5.204423,N/A,N/A,1.44e-04,15800.79,763.50,238802,N/A,2025-08-05 18:37:55
14088,5.347991,N/A,N/A,1.44e-04,16379.68,657.50,241432,N/A,2025-08-05 18:37:55
14089,5.054483,N/A,N/A,1.44e-04,16006.20,558.00,243664,N/A,2025-08-05 18:37:55
14090,5.692226,N/A,N/A,1.44e-04,14921.55,531.75,245791,6643267.4538,2025-08-05 18:37:55
14091,5.318836,N/A,N/A,1.44e-04,15070.68,675.75,248494,N/A,2025-08-05 18:37:55
14092,5.581081,N/A,N/A,1.44e-04,13801.32,266.25,249559,N/A,2025-08-05 18:37:56
14093,6.078245,N/A,N/A,1.44e-04,13502.27,582.00,251887,N/A,2025-08-05 18:37:56
14094,5.362029,N/A,N/A,1.44e-04,14474.77,687.50,254637,N/A,2025-08-05 18:37:56
14095,5.750419,N/A,N/A,1.44e-04,14200.49,516.00,256701,N/A,2025-08-05 18:37:56
14096,5.838726,N/A,N/A,1.44e-04,14429.03,756.50,259727,N/A,2025-08-05 18:37:56
14097,5.261344,N/A,N/A,1.44e-04,13737.38,498.25,261720,N/A,2025-08-05 18:37:57
14098,5.670280,N/A,N/A,1.44e-04,13899.86,734.25,264657,N/A,2025-08-05 18:37:57
14099,5.634326,N/A,N/A,1.44e-04,14169.20,591.75,267024,N/A,2025-08-05 18:37:57
14100,5.449800,N/A,N/A,1.44e-04,14020.42,642.75,269595,5068798.8055,2025-08-05 18:37:57
