step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,total_tokens,grad_norm,timestamp
0,12.813498,N/A,N/A,2.50e-07,0.00,12288,N/A,2025-07-26 16:18:28
45,10.782085,N/A,N/A,1.15e-05,11580.13,201551663.55,565248,N/A,2025-07-26 21:05:32
46,11.032406,N/A,N/A,1.18e-05,11560.72,403103327.08,577536,N/A,2025-07-26 21:05:33
47,10.962819,N/A,N/A,1.20e-05,11611.65,403103327.14,589824,N/A,2025-07-26 21:05:34
48,10.700976,N/A,N/A,1.22e-05,11607.87,806206654.27,602112,N/A,2025-07-26 21:05:35
49,10.604363,N/A,N/A,1.25e-05,11648.92,806206654.32,614400,N/A,2025-07-26 21:05:36
50,10.079157,N/A,N/A,1.28e-05,11615.57,1612413308.6,626688,1.0000,2025-07-26 21:05:37
51,9.965177,N/A,N/A,1.30e-05,11611.66,1612413308.6,638976,N/A,2025-07-26 21:05:39
52,10.658218,N/A,N/A,1.33e-05,11545.61,3224826617.12,651264,N/A,2025-07-26 21:05:40
53,10.572553,N/A,N/A,1.35e-05,11553.45,3224826617.13,663552,N/A,2025-07-26 21:05:41
54,10.123356,N/A,N/A,1.38e-05,11559.65,3224826617.13,675840,N/A,2025-07-26 21:05:42
55,10.023739,N/A,N/A,1.40e-05,11538.04,6449653234.24,688128,N/A,2025-07-26 21:05:43
56,10.925557,N/A,N/A,1.42e-05,11538.69,6449653234.24,700416,N/A,2025-07-26 21:05:45
57,10.853024,N/A,N/A,1.45e-05,11542.33,6449653234.24,712704,N/A,2025-07-26 21:05:46
58,9.732749,N/A,N/A,1.47e-05,11541.68,6449653234.24,724992,N/A,2025-07-26 21:05:47
59,9.618575,N/A,N/A,1.50e-05,11578.70,6449653234.29,737280,N/A,2025-07-26 21:05:48
60,11.348148,N/A,N/A,1.52e-05,11544.89,12899306468.539999,749568,1.0000,2025-07-26 21:05:49
61,11.299818,N/A,N/A,1.55e-05,11608.83,12899306468.609999,761856,N/A,2025-07-26 21:05:50
62,10.168653,N/A,N/A,1.57e-05,11611.42,12899306468.619999,774144,N/A,2025-07-26 21:05:52
63,10.073371,N/A,N/A,1.60e-05,11607.28,25798612937.23,786432,N/A,2025-07-26 21:05:53
64,10.236953,N/A,N/A,1.63e-05,11654.83,25798612937.289997,798720,N/A,2025-07-26 21:05:54
65,10.149137,N/A,N/A,1.65e-05,11658.19,25798612937.289997,811008,N/A,2025-07-26 21:05:55
66,10.367662,N/A,N/A,1.68e-05,11662.21,25798612937.299999,823296,N/A,2025-07-26 21:05:56
67,10.291037,N/A,N/A,1.70e-05,11665.82,25798612937.299999,835584,N/A,2025-07-26 21:05:57
68,10.384191,N/A,N/A,1.73e-05,11661.15,25798612937.299999,847872,N/A,2025-07-26 21:05:59
69,10.310191,N/A,N/A,1.75e-05,11689.85,25798612937.329998,860160,N/A,2025-07-26 21:06:00
70,10.584778,N/A,N/A,1.78e-05,11589.62,51597225874.539993,872448,1.0000,2025-07-26 21:06:01
71,10.517118,N/A,N/A,1.80e-05,11582.38,103194451749.069992,884736,N/A,2025-07-26 21:06:02
72,8.700547,N/A,N/A,1.82e-05,11578.38,103194451749.069992,897024,N/A,2025-07-26 21:06:03
73,8.576848,N/A,N/A,1.85e-05,11571.42,206388903498.130005,909312,N/A,2025-07-26 21:06:05
74,10.664774,N/A,N/A,1.88e-05,11563.28,412777806996.25,921600,N/A,2025-07-26 21:06:06
75,10.594981,N/A,N/A,1.90e-05,11526.63,825555613992.460083,933888,N/A,2025-07-26 21:06:07
76,8.197215,N/A,N/A,1.93e-05,11525.78,1651111227984.909912,946176,N/A,2025-07-26 21:06:08
77,8.075930,N/A,N/A,1.95e-05,11488.19,3302222455969.779785,958464,N/A,2025-07-26 21:06:09
78,8.960100,N/A,N/A,1.98e-05,11492.09,3302222455969.779785,970752,N/A,2025-07-26 21:06:10
79,8.873992,N/A,N/A,2.00e-05,11584.29,3302222455969.889648,983040,N/A,2025-07-26 21:06:12
80,11.506741,N/A,N/A,2.02e-05,11553.27,6604444911939.749023,995328,1.0000,2025-07-26 21:06:13
81,11.472039,N/A,N/A,2.05e-05,11527.10,13208889823879.46875,1007616,N/A,2025-07-26 21:06:14
82,9.173779,N/A,N/A,2.07e-05,11535.13,13208889823879.478516,1019904,N/A,2025-07-26 21:06:15
83,9.109496,N/A,N/A,2.10e-05,11546.04,13208889823879.488281,1032192,N/A,2025-07-26 21:06:16
84,9.344287,N/A,N/A,2.13e-05,11585.76,13208889823879.539062,1044480,N/A,2025-07-26 21:06:18
85,9.273638,N/A,N/A,2.15e-05,11560.75,26417779647759.050781,1056768,N/A,2025-07-26 21:06:19
86,8.428536,N/A,N/A,2.18e-05,11545.54,52835559295518.078125,1069056,N/A,2025-07-26 21:06:20
87,8.365541,N/A,N/A,2.20e-05,11550.43,52835559295518.078125,1081344,N/A,2025-07-26 21:06:21
88,9.699750,N/A,N/A,2.22e-05,11560.31,52835559295518.09375,1093632,N/A,2025-07-26 21:06:22
89,9.663301,N/A,N/A,2.25e-05,11589.79,52835559295518.125,1105920,N/A,2025-07-26 21:06:23
90,8.204946,N/A,N/A,2.28e-05,11527.68,105671118591036.1875,1118208,1.0000,2025-07-26 21:06:25
91,8.159997,N/A,N/A,2.30e-05,11519.18,211342237182072.34375,1130496,N/A,2025-07-26 21:06:26
92,8.198219,N/A,N/A,2.33e-05,11518.48,211342237182072.34375,1142784,N/A,2025-07-26 21:06:27
93,8.170933,N/A,N/A,2.35e-05,11518.59,211342237182072.34375,1155072,N/A,2025-07-26 21:06:28
94,8.585323,N/A,N/A,2.37e-05,11522.85,211342237182072.34375,1167360,N/A,2025-07-26 21:06:29
95,8.555268,N/A,N/A,2.40e-05,11498.38,422684474364144.6875,1179648,N/A,2025-07-26 21:06:31
96,6.328601,N/A,N/A,2.42e-05,11486.18,845368948728289.375,1191936,N/A,2025-07-26 21:06:32
97,5.964079,N/A,N/A,2.45e-05,11477.30,1690737897456578.5,1204224,N/A,2025-07-26 21:06:33
98,7.919872,N/A,N/A,2.48e-05,11483.13,1690737897456578.5,1216512,N/A,2025-07-26 21:06:34
99,7.832218,N/A,N/A,2.50e-05,11574.51,1690737897456578.75,1228800,N/A,2025-07-26 21:06:35
100,8.962774,N/A,N/A,2.53e-05,11542.45,3381475794913157.5,1241088,1.0000,2025-07-26 21:06:37
