step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,total_tokens,grad_norm,timestamp
104,11.855831,N/A,N/A,2.63e-05,12382.65,860160,N/A,2025-06-07 20:01:44
105,11.550345,N/A,N/A,2.65e-05,12342.56,868352,N/A,2025-06-07 20:01:44
106,11.220957,N/A,N/A,2.68e-05,12372.56,876544,N/A,2025-06-07 20:01:44
107,11.866813,N/A,N/A,2.70e-05,12349.01,884736,N/A,2025-06-07 20:01:45
108,11.803459,N/A,N/A,2.72e-05,12310.28,892928,N/A,2025-06-07 20:01:45
109,11.291422,N/A,N/A,2.75e-05,12439.00,901120,N/A,2025-06-07 20:01:45
110,10.801184,N/A,N/A,2.77e-05,25397.01,909312,1.0000,2025-06-07 20:01:46
111,11.954767,N/A,N/A,2.80e-05,25294.61,917504,N/A,2025-06-07 20:01:46
112,11.734551,N/A,N/A,2.83e-05,25396.82,925696,N/A,2025-06-07 20:01:46
113,11.940765,N/A,N/A,2.85e-05,25421.19,933888,N/A,2025-06-07 20:01:47
114,11.612536,N/A,N/A,2.87e-05,25427.47,942080,N/A,2025-06-07 20:01:47
115,12.657495,N/A,N/A,2.90e-05,25439.77,950272,N/A,2025-06-07 20:01:47
116,12.288792,N/A,N/A,2.92e-05,25647.02,958464,N/A,2025-06-07 20:01:48
117,11.684523,N/A,N/A,2.95e-05,25655.06,966656,N/A,2025-06-07 20:01:48
118,12.447712,N/A,N/A,2.98e-05,25860.17,974848,N/A,2025-06-07 20:01:48
119,11.461613,N/A,N/A,3.00e-05,26800.36,983040,N/A,2025-06-07 20:01:49
120,11.542866,N/A,N/A,3.03e-05,26291.96,991232,1.0000,2025-06-07 20:01:49
121,11.900264,N/A,N/A,3.05e-05,26262.91,999424,N/A,2025-06-07 20:01:50
122,11.637714,N/A,N/A,3.08e-05,26300.47,1007616,N/A,2025-06-07 20:01:50
123,11.313740,N/A,N/A,3.10e-05,26456.49,1015808,N/A,2025-06-07 20:01:50
124,11.435584,N/A,N/A,3.13e-05,26616.68,1024000,N/A,2025-06-07 20:01:51
125,11.406246,N/A,N/A,3.15e-05,26494.21,1032192,N/A,2025-06-07 20:01:51
126,11.651169,N/A,N/A,3.18e-05,26537.15,1040384,N/A,2025-06-07 20:01:51
127,10.702168,N/A,N/A,3.20e-05,26383.02,1048576,N/A,2025-06-07 20:01:52
128,11.638218,N/A,N/A,3.22e-05,26363.71,1056768,N/A,2025-06-07 20:01:52
129,11.636171,N/A,N/A,3.25e-05,26945.09,1064960,N/A,2025-06-07 20:01:52
130,11.175350,N/A,N/A,3.28e-05,26210.34,1073152,1.0000,2025-06-07 20:01:53
131,10.904535,N/A,N/A,3.30e-05,26124.39,1081344,N/A,2025-06-07 20:01:53
132,11.131512,N/A,N/A,3.33e-05,26113.98,1089536,N/A,2025-06-07 20:01:53
133,11.290424,N/A,N/A,3.35e-05,25892.23,1097728,N/A,2025-06-07 20:01:54
134,11.930901,N/A,N/A,3.38e-05,25941.95,1105920,N/A,2025-06-07 20:01:54
135,11.167904,N/A,N/A,3.40e-05,25938.91,1114112,N/A,2025-06-07 20:01:54
136,11.682391,N/A,N/A,3.42e-05,26030.22,1122304,N/A,2025-06-07 20:01:55
137,11.204372,N/A,N/A,3.45e-05,25972.82,1130496,N/A,2025-06-07 20:01:55
138,11.320630,N/A,N/A,3.48e-05,26104.16,1138688,N/A,2025-06-07 20:01:55
139,11.373947,N/A,N/A,3.50e-05,26767.56,1146880,N/A,2025-06-07 20:01:56
140,11.123618,N/A,N/A,3.53e-05,26092.59,1155072,1.0000,2025-06-07 20:01:56
141,11.515881,N/A,N/A,3.55e-05,25939.76,1163264,N/A,2025-06-07 20:01:56
142,11.251071,N/A,N/A,3.58e-05,25868.24,1171456,N/A,2025-06-07 20:01:57
143,11.181890,N/A,N/A,3.60e-05,25907.06,1179648,N/A,2025-06-07 20:01:57
144,11.163790,N/A,N/A,3.63e-05,25894.41,1187840,N/A,2025-06-07 20:01:58
145,11.623712,N/A,N/A,3.65e-05,25859.05,1196032,N/A,2025-06-07 20:01:58
146,11.179988,N/A,N/A,3.68e-05,25894.86,1204224,N/A,2025-06-07 20:01:58
147,10.907290,N/A,N/A,3.70e-05,25868.86,1212416,N/A,2025-06-07 20:01:59
148,11.284930,N/A,N/A,3.72e-05,25936.16,1220608,N/A,2025-06-07 20:01:59
149,11.646059,N/A,N/A,3.75e-05,26585.04,1228800,N/A,2025-06-07 20:01:59
150,11.002078,N/A,N/A,3.78e-05,25806.75,1236992,1.0000,2025-06-07 20:02:00
151,11.796061,N/A,N/A,3.80e-05,25849.37,1245184,N/A,2025-06-07 20:02:00
152,10.638975,N/A,N/A,3.83e-05,25917.73,1253376,N/A,2025-06-07 20:02:00
153,11.052652,N/A,N/A,3.85e-05,25932.85,1261568,N/A,2025-06-07 20:02:01
154,11.604951,N/A,N/A,3.87e-05,25839.20,1269760,N/A,2025-06-07 20:02:01
155,11.099836,N/A,N/A,3.90e-05,25940.28,1277952,N/A,2025-06-07 20:02:01
156,11.642907,N/A,N/A,3.93e-05,25814.62,1286144,N/A,2025-06-07 20:02:02
157,11.966007,N/A,N/A,3.95e-05,25848.48,1294336,N/A,2025-06-07 20:02:02
158,10.996369,N/A,N/A,3.98e-05,25866.09,1302528,N/A,2025-06-07 20:02:02
159,11.430861,N/A,N/A,4.00e-05,26861.71,1310720,N/A,2025-06-07 20:02:03
160,11.697725,N/A,N/A,4.03e-05,26213.98,1318912,1.0000,2025-06-07 20:02:03
161,10.132052,N/A,N/A,4.05e-05,26135.85,1327104,N/A,2025-06-07 20:02:03
162,10.994215,N/A,N/A,4.08e-05,26267.67,1335296,N/A,2025-06-07 20:02:04
