step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,tokens_per_sec_per_M_params,total_tokens,grad_norm,timestamp
1993,1.180828,N/A,N/A,4.99e-04,29673.69,83.53,16334848,N/A,2025-08-03 18:06:56
1994,2.904808,N/A,N/A,4.99e-04,29658.48,83.48,16343040,N/A,2025-08-03 18:06:56
1995,1.896757,N/A,N/A,4.99e-04,29686.72,83.56,16351232,N/A,2025-08-03 18:06:57
1996,1.635373,N/A,N/A,4.99e-04,29626.23,83.39,16359424,N/A,2025-08-03 18:06:57
1997,2.531486,N/A,N/A,5.00e-04,29627.77,83.40,16367616,N/A,2025-08-03 18:06:57
1998,2.987954,N/A,N/A,5.00e-04,29626.27,83.39,16375808,N/A,2025-08-03 18:06:58
1999,4.259165,N/A,N/A,5.00e-04,30033.79,84.54,16384000,N/A,2025-08-03 18:06:58
2000,2.500726,2.599372,20.736183,5.00e-04,3667.90,10.32,16392192,N/A,2025-08-03 18:07:18
2001,4.669366,2.599372,20.736183,5.00e-04,3159.56,8.89,16400384,N/A,2025-08-03 18:07:22
2002,4.201406,2.599372,20.736183,5.00e-04,3159.46,8.89,16408576,N/A,2025-08-03 18:07:22
2003,3.881055,2.599372,20.736183,5.00e-04,3159.64,8.89,16416768,N/A,2025-08-03 18:07:22
2004,2.647036,2.599372,20.736183,5.00e-04,3159.54,8.89,16424960,N/A,2025-08-03 18:07:23
2005,2.817210,2.599372,20.736183,5.00e-04,3160.16,8.90,16433152,N/A,2025-08-03 18:07:23
2006,2.476952,2.599372,20.736183,5.00e-04,3160.45,8.90,16441344,N/A,2025-08-03 18:07:23
2007,1.396767,2.599372,20.736183,5.00e-04,3160.16,8.90,16449536,N/A,2025-08-03 18:07:24
2008,3.193759,2.599372,20.736183,5.00e-04,3161.01,8.90,16457728,N/A,2025-08-03 18:07:24
2009,2.490394,2.599372,20.736183,5.00e-04,12989.10,36.56,16465920,N/A,2025-08-03 18:07:24
2010,3.523350,2.599372,20.736183,5.00e-04,29878.29,84.10,16474112,0.4670,2025-08-03 18:07:24
2011,2.465866,2.599372,20.736183,5.00e-04,29915.50,84.21,16482304,N/A,2025-08-03 18:07:25
2012,2.053067,2.599372,20.736183,5.00e-04,29954.32,84.32,16490496,N/A,2025-08-03 18:07:25
2013,2.105542,2.599372,20.736183,5.00e-04,29947.31,84.30,16498688,N/A,2025-08-03 18:07:25
2014,3.687042,2.599372,20.736183,5.00e-04,29931.71,84.25,16506880,N/A,2025-08-03 18:07:26
2015,4.229698,2.599372,20.736183,5.00e-04,29913.86,84.20,16515072,N/A,2025-08-03 18:07:26
2016,4.772837,2.599372,20.736183,5.00e-04,29963.95,84.34,16523264,N/A,2025-08-03 18:07:26
2017,2.545861,2.599372,20.736183,5.00e-04,29927.80,84.24,16531456,N/A,2025-08-03 18:07:27
2018,1.626496,2.599372,20.736183,5.00e-04,29933.80,84.26,16539648,N/A,2025-08-03 18:07:27
2019,4.866291,2.599372,20.736183,5.00e-04,30245.01,85.13,16547840,N/A,2025-08-03 18:07:27
2020,3.169965,2.599372,20.736183,5.00e-04,29960.40,84.33,16556032,0.7347,2025-08-03 18:07:28
2021,3.698411,2.599372,20.736183,5.00e-04,29796.36,83.87,16564224,N/A,2025-08-03 18:07:28
2022,1.979275,2.599372,20.736183,5.00e-04,29803.97,83.89,16572416,N/A,2025-08-03 18:07:28
2023,3.296735,2.599372,20.736183,5.00e-04,29835.10,83.98,16580608,N/A,2025-08-03 18:07:28
2024,3.405539,2.599372,20.736183,5.00e-04,29844.09,84.00,16588800,N/A,2025-08-03 18:07:29
2025,2.104107,2.599372,20.736183,5.00e-04,29848.08,84.02,16596992,N/A,2025-08-03 18:07:29
2026,3.551175,2.599372,20.736183,5.00e-04,29857.41,84.04,16605184,N/A,2025-08-03 18:07:29
2027,2.085109,2.599372,20.736183,5.00e-04,29853.72,84.03,16613376,N/A,2025-08-03 18:07:30
2028,2.147786,2.599372,20.736183,5.00e-04,29878.73,84.10,16621568,N/A,2025-08-03 18:07:30
2029,2.791605,2.599372,20.736183,5.00e-04,30132.67,84.82,16629760,N/A,2025-08-03 18:07:30
2030,2.669746,2.599372,20.736183,5.00e-04,29757.44,83.76,16637952,0.3960,2025-08-03 18:07:31
2031,1.486763,2.599372,20.736183,5.00e-04,29780.57,83.83,16646144,N/A,2025-08-03 18:07:31
2032,2.548405,2.599372,20.736183,5.00e-04,29752.67,83.75,16654336,N/A,2025-08-03 18:07:31
2033,3.109768,2.599372,20.736183,5.00e-04,29771.37,83.80,16662528,N/A,2025-08-03 18:07:31
2034,3.326099,2.599372,20.736183,5.00e-04,29760.32,83.77,16670720,N/A,2025-08-03 18:07:32
2035,2.529684,2.599372,20.736183,5.00e-04,29779.82,83.82,16678912,N/A,2025-08-03 18:07:32
2036,2.596694,2.599372,20.736183,5.00e-04,29766.93,83.79,16687104,N/A,2025-08-03 18:07:32
2037,4.264895,2.599372,20.736183,5.00e-04,29780.50,83.83,16695296,N/A,2025-08-03 18:07:33
2038,4.083067,2.599372,20.736183,5.00e-04,29744.58,83.72,16703488,N/A,2025-08-03 18:07:33
2039,3.948937,2.599372,20.736183,5.00e-04,30241.98,85.12,16711680,N/A,2025-08-03 18:07:33
2040,1.900638,2.599372,20.736183,5.00e-04,29960.76,84.33,16719872,0.4772,2025-08-03 18:07:34
2041,2.216230,2.599372,20.736183,5.00e-04,29964.98,84.35,16728064,N/A,2025-08-03 18:07:34
2042,1.767220,2.599372,20.736183,5.00e-04,29936.12,84.26,16736256,N/A,2025-08-03 18:07:34
2043,2.380644,2.599372,20.736183,5.00e-04,29942.29,84.28,16744448,N/A,2025-08-03 18:07:35
2044,3.644516,2.599372,20.736183,5.00e-04,29908.05,84.18,16752640,N/A,2025-08-03 18:07:35
2045,4.253812,2.599372,20.736183,5.00e-04,29918.70,84.21,16760832,N/A,2025-08-03 18:07:35
2046,1.458343,2.599372,20.736183,5.00e-04,29904.41,84.17,16769024,N/A,2025-08-03 18:07:35
2047,3.479939,2.599372,20.736183,5.00e-04,29941.60,84.28,16777216,N/A,2025-08-03 18:07:36
2048,2.698492,2.599372,20.736183,5.00e-04,29907.75,84.18,16785408,N/A,2025-08-03 18:07:36
2049,1.598452,2.599372,20.736183,5.00e-04,30147.91,84.86,16793600,N/A,2025-08-03 18:07:36
2050,2.882739,2.599372,20.736183,5.00e-04,29844.82,84.01,16801792,0.2623,2025-08-03 18:07:37
2051,4.104489,2.599372,20.736183,5.00e-04,29869.93,84.08,16809984,N/A,2025-08-03 18:07:37
2052,3.580595,2.599372,20.736183,5.00e-04,29787.13,83.84,16818176,N/A,2025-08-03 18:07:37
2053,2.802918,2.599372,20.736183,5.00e-04,29637.50,83.42,16826368,N/A,2025-08-03 18:07:38
2054,2.601115,2.599372,20.736183,5.00e-04,29640.12,83.43,16834560,N/A,2025-08-03 18:07:38
2055,2.745857,2.599372,20.736183,5.00e-04,29629.07,83.40,16842752,N/A,2025-08-03 18:07:38
2056,2.278201,2.599372,20.736183,5.00e-04,29619.65,83.37,16850944,N/A,2025-08-03 18:07:39
2057,3.389243,2.599372,20.736183,5.00e-04,29638.91,83.43,16859136,N/A,2025-08-03 18:07:39
2058,2.682384,2.599372,20.736183,5.00e-04,29652.50,83.47,16867328,N/A,2025-08-03 18:07:39
2059,3.325265,2.599372,20.736183,5.00e-04,29922.60,84.23,16875520,N/A,2025-08-03 18:07:39
2060,2.789729,2.599372,20.736183,5.00e-04,29659.06,83.48,16883712,0.4369,2025-08-03 18:07:40
2061,3.808265,2.599372,20.736183,5.00e-04,29717.77,83.65,16891904,N/A,2025-08-03 18:07:40
2062,2.205252,2.599372,20.736183,5.00e-04,29885.16,84.12,16900096,N/A,2025-08-03 18:07:40
2063,2.439560,2.599372,20.736183,5.00e-04,29829.77,83.96,16908288,N/A,2025-08-03 18:07:41
2064,4.039859,2.599372,20.736183,5.00e-04,29842.11,84.00,16916480,N/A,2025-08-03 18:07:41
2065,2.985677,2.599372,20.736183,5.00e-04,29830.87,83.97,16924672,N/A,2025-08-03 18:07:41
2066,2.250278,2.599372,20.736183,5.00e-04,29842.68,84.00,16932864,N/A,2025-08-03 18:07:42
2067,2.647424,2.599372,20.736183,5.00e-04,29830.13,83.97,16941056,N/A,2025-08-03 18:07:42
2068,1.922527,2.599372,20.736183,5.00e-04,29855.40,84.04,16949248,N/A,2025-08-03 18:07:42
2069,3.532421,2.599372,20.736183,5.00e-04,30091.31,84.70,16957440,N/A,2025-08-03 18:07:42
2070,2.741448,2.599372,20.736183,5.00e-04,29871.07,84.08,16965632,0.5177,2025-08-03 18:07:43
2071,1.416944,2.599372,20.736183,5.00e-04,29839.94,83.99,16973824,N/A,2025-08-03 18:07:43
2072,2.725245,2.599372,20.736183,5.00e-04,29889.01,84.13,16982016,N/A,2025-08-03 18:07:43
2073,2.902759,2.599372,20.736183,5.00e-04,29726.48,83.67,16990208,N/A,2025-08-03 18:07:44
2074,1.303365,2.599372,20.736183,5.00e-04,29617.24,83.37,16998400,N/A,2025-08-03 18:07:44
2075,1.625968,2.599372,20.736183,5.00e-04,29614.40,83.36,17006592,N/A,2025-08-03 18:07:44
2076,2.703169,2.599372,20.736183,5.00e-04,29618.12,83.37,17014784,N/A,2025-08-03 18:07:45
2077,2.085339,2.599372,20.736183,5.00e-04,29594.89,83.30,17022976,N/A,2025-08-03 18:07:45
2078,2.756035,2.599372,20.736183,5.00e-04,29598.77,83.31,17031168,N/A,2025-08-03 18:07:45
2079,3.120279,2.599372,20.736183,5.00e-04,29810.76,83.91,17039360,N/A,2025-08-03 18:07:46
2080,2.566333,2.599372,20.736183,5.00e-04,29582.07,83.27,17047552,0.4132,2025-08-03 18:07:46
2081,3.162431,2.599372,20.736183,5.00e-04,29590.86,83.29,17055744,N/A,2025-08-03 18:07:46
2082,4.121283,2.599372,20.736183,5.00e-04,29717.67,83.65,17063936,N/A,2025-08-03 18:07:46
2083,3.880258,2.599372,20.736183,5.00e-04,29862.89,84.06,17072128,N/A,2025-08-03 18:07:47
2084,3.256919,2.599372,20.736183,5.00e-04,29868.15,84.07,17080320,N/A,2025-08-03 18:07:47
2085,3.134076,2.599372,20.736183,5.00e-04,29867.61,84.07,17088512,N/A,2025-08-03 18:07:47
2086,1.482924,2.599372,20.736183,5.00e-04,29868.61,84.07,17096704,N/A,2025-08-03 18:07:48
2087,3.141060,2.599372,20.736183,5.00e-04,29885.86,84.12,17104896,N/A,2025-08-03 18:07:48
2088,3.144678,2.599372,20.736183,5.00e-04,29882.40,84.11,17113088,N/A,2025-08-03 18:07:48
2089,1.653098,2.599372,20.736183,5.00e-04,30128.55,84.81,17121280,N/A,2025-08-03 18:07:49
2090,1.921106,2.599372,20.736183,5.00e-04,29795.84,83.87,17129472,0.2660,2025-08-03 18:07:49
2091,2.755889,2.599372,20.736183,5.00e-04,29850.07,84.02,17137664,N/A,2025-08-03 18:07:49
2092,1.507980,2.599372,20.736183,5.00e-04,29842.76,84.00,17145856,N/A,2025-08-03 18:07:50
2093,1.751972,2.599372,20.736183,5.00e-04,29847.07,84.01,17154048,N/A,2025-08-03 18:07:50
2094,4.919925,2.599372,20.736183,5.00e-04,29858.13,84.04,17162240,N/A,2025-08-03 18:07:50
2095,2.132827,2.599372,20.736183,5.00e-04,29904.87,84.18,17170432,N/A,2025-08-03 18:07:50
2096,1.714760,2.599372,20.736183,5.00e-04,29790.65,83.85,17178624,N/A,2025-08-03 18:07:51
2097,2.590723,2.599372,20.736183,5.00e-04,29827.86,83.96,17186816,N/A,2025-08-03 18:07:51
2098,1.924036,2.599372,20.736183,5.00e-04,29840.38,83.99,17195008,N/A,2025-08-03 18:07:51
2099,1.885696,2.599372,20.736183,5.00e-04,30158.00,84.89,17203200,N/A,2025-08-03 18:07:52
2100,2.351440,2.599372,20.736183,5.00e-04,29889.20,84.13,17211392,0.2975,2025-08-03 18:07:52
2101,3.646481,2.599372,20.736183,5.00e-04,14109.92,39.72,17219584,N/A,2025-08-03 18:07:55
2102,4.026364,2.599372,20.736183,5.00e-04,14111.67,39.72,17227776,N/A,2025-08-03 18:07:56
2103,2.620574,2.599372,20.736183,5.00e-04,14111.80,39.72,17235968,N/A,2025-08-03 18:07:56
2104,1.056565,2.599372,20.736183,5.00e-04,14111.18,39.72,17244160,N/A,2025-08-03 18:07:56
2105,2.052969,2.599372,20.736183,5.00e-04,14129.80,39.77,17252352,N/A,2025-08-03 18:07:57
2106,2.164893,2.599372,20.736183,5.00e-04,14128.81,39.77,17260544,N/A,2025-08-03 18:07:57
2107,3.082408,2.599372,20.736183,5.00e-04,14119.21,39.74,17268736,N/A,2025-08-03 18:07:57
2108,2.479137,2.599372,20.736183,5.00e-04,14124.16,39.76,17276928,N/A,2025-08-03 18:07:57
2109,1.724478,2.599372,20.736183,5.00e-04,14175.22,39.90,17285120,N/A,2025-08-03 18:07:58
2110,1.734436,2.599372,20.736183,5.00e-04,29933.04,84.26,17293312,0.3006,2025-08-03 18:07:58
2111,1.138565,2.599372,20.736183,5.00e-04,29882.33,84.11,17301504,N/A,2025-08-03 18:07:58
2112,2.981589,2.599372,20.736183,5.00e-04,29881.97,84.11,17309696,N/A,2025-08-03 18:07:59
2113,1.402289,2.599372,20.736183,5.00e-04,29848.39,84.02,17317888,N/A,2025-08-03 18:07:59
2114,2.036651,2.599372,20.736183,5.00e-04,29885.02,84.12,17326080,N/A,2025-08-03 18:07:59
2115,2.080353,2.599372,20.736183,5.00e-04,29841.55,84.00,17334272,N/A,2025-08-03 18:08:00
2116,1.304250,2.599372,20.736183,5.00e-04,29875.10,84.09,17342464,N/A,2025-08-03 18:08:00
2117,2.856688,2.599372,20.736183,5.00e-04,29852.80,84.03,17350656,N/A,2025-08-03 18:08:00
2118,2.849877,2.599372,20.736183,5.00e-04,29826.42,83.96,17358848,N/A,2025-08-03 18:08:00
2119,2.622876,2.599372,20.736183,5.00e-04,30053.22,84.59,17367040,N/A,2025-08-03 18:08:01
2120,1.568225,2.599372,20.736183,5.00e-04,29860.93,84.05,17375232,0.3736,2025-08-03 18:08:01
2121,2.426771,2.599372,20.736183,5.00e-04,29883.76,84.12,17383424,N/A,2025-08-03 18:08:01
2122,3.091776,2.599372,20.736183,5.00e-04,29833.20,83.97,17391616,N/A,2025-08-03 18:08:02
2123,0.840735,2.599372,20.736183,5.00e-04,29814.67,83.92,17399808,N/A,2025-08-03 18:08:02
2124,2.636071,2.599372,20.736183,5.00e-04,29851.91,84.03,17408000,N/A,2025-08-03 18:08:02
2125,1.709133,2.599372,20.736183,5.00e-04,29851.56,84.03,17416192,N/A,2025-08-03 18:08:03
2126,1.073202,2.599372,20.736183,5.00e-04,29872.79,84.09,17424384,N/A,2025-08-03 18:08:03
2127,3.875039,2.599372,20.736183,5.00e-04,29909.76,84.19,17432576,N/A,2025-08-03 18:08:03
2128,4.060809,2.599372,20.736183,5.00e-04,29928.22,84.24,17440768,N/A,2025-08-03 18:08:04
2129,1.725766,2.599372,20.736183,5.00e-04,30124.49,84.79,17448960,N/A,2025-08-03 18:08:04
2130,2.281555,2.599372,20.736183,5.00e-04,29787.86,83.85,17457152,0.2586,2025-08-03 18:08:04
2131,3.903056,2.599372,20.736183,5.00e-04,29841.83,84.00,17465344,N/A,2025-08-03 18:08:04
2132,2.706952,2.599372,20.736183,5.00e-04,29860.02,84.05,17473536,N/A,2025-08-03 18:08:05
2133,2.098633,2.599372,20.736183,5.00e-04,29847.88,84.02,17481728,N/A,2025-08-03 18:08:05
2134,2.333123,2.599372,20.736183,5.00e-04,29715.81,83.64,17489920,N/A,2025-08-03 18:08:05
2135,3.014005,2.599372,20.736183,5.00e-04,29677.33,83.54,17498112,N/A,2025-08-03 18:08:06
2136,2.358690,2.599372,20.736183,5.00e-04,29680.62,83.54,17506304,N/A,2025-08-03 18:08:06
2137,2.469282,2.599372,20.736183,5.00e-04,29654.00,83.47,17514496,N/A,2025-08-03 18:08:06
2138,3.572588,2.599372,20.736183,5.00e-04,29709.96,83.63,17522688,N/A,2025-08-03 18:08:07
2139,3.179758,2.599372,20.736183,5.00e-04,29987.43,84.41,17530880,N/A,2025-08-03 18:08:07
2140,2.357519,2.599372,20.736183,5.00e-04,29680.91,83.55,17539072,0.3767,2025-08-03 18:08:07
2141,2.712772,2.599372,20.736183,5.00e-04,29674.02,83.53,17547264,N/A,2025-08-03 18:08:08
2142,2.648736,2.599372,20.736183,5.00e-04,29696.06,83.59,17555456,N/A,2025-08-03 18:08:08
2143,2.742136,2.599372,20.736183,5.00e-04,29831.48,83.97,17563648,N/A,2025-08-03 18:08:08
2144,4.445621,2.599372,20.736183,5.00e-04,29864.47,84.06,17571840,N/A,2025-08-03 18:08:08
2145,3.337261,2.599372,20.736183,5.00e-04,29788.53,83.85,17580032,N/A,2025-08-03 18:08:09
2146,1.572715,2.599372,20.736183,5.00e-04,29813.69,83.92,17588224,N/A,2025-08-03 18:08:09
2147,2.302012,2.599372,20.736183,5.00e-04,29795.07,83.87,17596416,N/A,2025-08-03 18:08:09
2148,3.152567,2.599372,20.736183,5.00e-04,29836.38,83.98,17604608,N/A,2025-08-03 18:08:10
2149,2.265992,2.599372,20.736183,5.00e-04,30137.95,84.83,17612800,N/A,2025-08-03 18:08:10
2150,3.478367,2.599372,20.736183,5.00e-04,29853.73,84.03,17620992,0.3696,2025-08-03 18:08:10
2151,0.957270,2.599372,20.736183,5.00e-04,29827.54,83.96,17629184,N/A,2025-08-03 18:08:11
2152,1.249729,2.599372,20.736183,5.00e-04,29838.56,83.99,17637376,N/A,2025-08-03 18:08:11
2153,2.344813,2.599372,20.736183,5.00e-04,29818.95,83.93,17645568,N/A,2025-08-03 18:08:11
2154,1.152779,2.599372,20.736183,5.00e-04,29899.22,84.16,17653760,N/A,2025-08-03 18:08:11
2155,4.040163,2.599372,20.736183,5.00e-04,29877.55,84.10,17661952,N/A,2025-08-03 18:08:12
2156,4.507165,2.599372,20.736183,5.00e-04,29757.75,83.76,17670144,N/A,2025-08-03 18:08:12
2157,1.518394,2.599372,20.736183,5.00e-04,29742.01,83.72,17678336,N/A,2025-08-03 18:08:12
2158,3.427950,2.599372,20.736183,5.00e-04,29776.27,83.81,17686528,N/A,2025-08-03 18:08:13
2159,3.266264,2.599372,20.736183,5.00e-04,30018.54,84.50,17694720,N/A,2025-08-03 18:08:13
2160,3.352189,2.599372,20.736183,5.00e-04,29647.83,83.45,17702912,0.4960,2025-08-03 18:08:13
2161,1.518129,2.599372,20.736183,5.00e-04,29623.42,83.38,17711104,N/A,2025-08-03 18:08:14
2162,3.360601,2.599372,20.736183,5.00e-04,29640.79,83.43,17719296,N/A,2025-08-03 18:08:14
2163,2.743592,2.599372,20.736183,5.00e-04,29623.64,83.38,17727488,N/A,2025-08-03 18:08:14
2164,2.318195,2.599372,20.736183,5.00e-04,29632.28,83.41,17735680,N/A,2025-08-03 18:08:15
2165,2.412055,2.599372,20.736183,5.00e-04,29730.69,83.69,17743872,N/A,2025-08-03 18:08:15
2166,1.685525,2.599372,20.736183,5.00e-04,29738.28,83.71,17752064,N/A,2025-08-03 18:08:15
2167,1.404288,2.599372,20.736183,5.00e-04,29642.41,83.44,17760256,N/A,2025-08-03 18:08:15
2168,1.837657,2.599372,20.736183,5.00e-04,29687.73,83.56,17768448,N/A,2025-08-03 18:08:16
2169,2.958605,2.599372,20.736183,5.00e-04,30023.28,84.51,17776640,N/A,2025-08-03 18:08:16
2170,2.179772,2.599372,20.736183,5.00e-04,29695.58,83.59,17784832,0.4313,2025-08-03 18:08:16
2171,1.957703,2.599372,20.736183,5.00e-04,29686.59,83.56,17793024,N/A,2025-08-03 18:08:17
2172,3.268637,2.599372,20.736183,5.00e-04,29707.94,83.62,17801216,N/A,2025-08-03 18:08:17
2173,2.194026,2.599372,20.736183,5.00e-04,29701.94,83.60,17809408,N/A,2025-08-03 18:08:17
2174,3.650055,2.599372,20.736183,5.00e-04,29738.79,83.71,17817600,N/A,2025-08-03 18:08:18
2175,2.008887,2.599372,20.736183,5.00e-04,29721.35,83.66,17825792,N/A,2025-08-03 18:08:18
2176,2.490564,2.599372,20.736183,5.00e-04,29811.24,83.91,17833984,N/A,2025-08-03 18:08:18
2177,2.712459,2.599372,20.736183,5.00e-04,29733.83,83.69,17842176,N/A,2025-08-03 18:08:18
2178,2.708763,2.599372,20.736183,5.00e-04,29724.01,83.67,17850368,N/A,2025-08-03 18:08:19
2179,2.088102,2.599372,20.736183,5.00e-04,30034.07,84.54,17858560,N/A,2025-08-03 18:08:19
2180,1.960989,2.599372,20.736183,5.00e-04,29656.01,83.48,17866752,0.3693,2025-08-03 18:08:19
2181,2.558667,2.599372,20.736183,5.00e-04,29647.10,83.45,17874944,N/A,2025-08-03 18:08:20
2182,3.149036,2.599372,20.736183,5.00e-04,29666.19,83.50,17883136,N/A,2025-08-03 18:08:20
2183,3.205849,2.599372,20.736183,5.00e-04,29641.87,83.44,17891328,N/A,2025-08-03 18:08:20
2184,2.122129,2.599372,20.736183,5.00e-04,29648.61,83.45,17899520,N/A,2025-08-03 18:08:21
2185,2.746013,2.599372,20.736183,5.00e-04,29603.45,83.33,17907712,N/A,2025-08-03 18:08:21
2186,3.042658,2.599372,20.736183,5.00e-04,29673.87,83.53,17915904,N/A,2025-08-03 18:08:21
2187,2.924086,2.599372,20.736183,5.00e-04,29724.81,83.67,17924096,N/A,2025-08-03 18:08:22
2188,1.797480,2.599372,20.736183,5.00e-04,29755.08,83.75,17932288,N/A,2025-08-03 18:08:22
2189,3.293972,2.599372,20.736183,5.00e-04,30032.28,84.53,17940480,N/A,2025-08-03 18:08:22
2190,2.643027,2.599372,20.736183,5.00e-04,29786.27,83.84,17948672,0.5614,2025-08-03 18:08:22
2191,1.273617,2.599372,20.736183,5.00e-04,29777.17,83.82,17956864,N/A,2025-08-03 18:08:23
2192,2.761699,2.599372,20.736183,5.00e-04,29795.74,83.87,17965056,N/A,2025-08-03 18:08:23
2193,1.328368,2.599372,20.736183,5.00e-04,29806.09,83.90,17973248,N/A,2025-08-03 18:08:23
2194,4.347301,2.599372,20.736183,5.00e-04,29859.11,84.05,17981440,N/A,2025-08-03 18:08:24
2195,2.919728,2.599372,20.736183,5.00e-04,29800.58,83.88,17989632,N/A,2025-08-03 18:08:24
2196,2.990090,2.599372,20.736183,5.00e-04,29804.90,83.89,17997824,N/A,2025-08-03 18:08:24
2197,1.677577,2.599372,20.736183,5.00e-04,29783.16,83.83,18006016,N/A,2025-08-03 18:08:25
2198,2.735171,2.599372,20.736183,5.00e-04,29874.82,84.09,18014208,N/A,2025-08-03 18:08:25
2199,2.543758,2.599372,20.736183,5.00e-04,30071.32,84.64,18022400,N/A,2025-08-03 18:08:25
2200,4.023291,2.599372,20.736183,5.00e-04,29717.02,83.65,18030592,0.3364,2025-08-03 18:08:26
2201,4.221622,2.599372,20.736183,5.00e-04,13786.71,38.81,18038784,N/A,2025-08-03 18:08:29
2202,2.182933,2.599372,20.736183,5.00e-04,13790.46,38.82,18046976,N/A,2025-08-03 18:08:29
2203,3.007901,2.599372,20.736183,5.00e-04,13786.21,38.81,18055168,N/A,2025-08-03 18:08:30
2204,2.704990,2.599372,20.736183,5.00e-04,13799.65,38.84,18063360,N/A,2025-08-03 18:08:30
2205,2.185278,2.599372,20.736183,5.00e-04,13802.35,38.85,18071552,N/A,2025-08-03 18:08:30
2206,3.668106,2.599372,20.736183,5.00e-04,13811.51,38.88,18079744,N/A,2025-08-03 18:08:31
2207,2.895837,2.599372,20.736183,5.00e-04,13808.75,38.87,18087936,N/A,2025-08-03 18:08:31
2208,1.893677,2.599372,20.736183,5.00e-04,13823.41,38.91,18096128,N/A,2025-08-03 18:08:31
2209,3.453750,2.599372,20.736183,5.00e-04,13896.48,39.12,18104320,N/A,2025-08-03 18:08:31
2210,3.126160,2.599372,20.736183,5.00e-04,29892.47,84.14,18112512,0.4102,2025-08-03 18:08:32
2211,2.758392,2.599372,20.736183,5.00e-04,29878.10,84.10,18120704,N/A,2025-08-03 18:08:32
2212,2.078915,2.599372,20.736183,5.00e-04,29897.17,84.15,18128896,N/A,2025-08-03 18:08:32
2213,3.222329,2.599372,20.736183,5.00e-04,29890.95,84.14,18137088,N/A,2025-08-03 18:08:33
2214,4.780777,2.599372,20.736183,5.00e-04,29897.34,84.15,18145280,N/A,2025-08-03 18:08:33
2215,3.975364,2.599372,20.736183,5.00e-04,29857.10,84.04,18153472,N/A,2025-08-03 18:08:33
2216,3.954711,2.599372,20.736183,5.00e-04,29885.08,84.12,18161664,N/A,2025-08-03 18:08:34
2217,2.765622,2.599372,20.736183,5.00e-04,29857.80,84.04,18169856,N/A,2025-08-03 18:08:34
2218,1.915154,2.599372,20.736183,5.00e-04,29859.90,84.05,18178048,N/A,2025-08-03 18:08:34
2219,4.332418,2.599372,20.736183,5.00e-04,30180.91,84.95,18186240,N/A,2025-08-03 18:08:34
2220,2.757152,2.599372,20.736183,5.00e-04,29856.36,84.04,18194432,0.5185,2025-08-03 18:08:35
2221,2.414066,2.599372,20.736183,5.00e-04,29869.90,84.08,18202624,N/A,2025-08-03 18:08:35
2222,1.712044,2.599372,20.736183,5.00e-04,29774.28,83.81,18210816,N/A,2025-08-03 18:08:35
2223,3.779668,2.599372,20.736183,5.00e-04,29772.02,83.80,18219008,N/A,2025-08-03 18:08:36
2224,1.317950,2.599372,20.736183,5.00e-04,29801.38,83.88,18227200,N/A,2025-08-03 18:08:36
2225,2.140062,2.599372,20.736183,5.00e-04,29792.91,83.86,18235392,N/A,2025-08-03 18:08:36
2226,1.385650,2.599372,20.736183,5.00e-04,29794.82,83.87,18243584,N/A,2025-08-03 18:08:37
2227,1.775873,2.599372,20.736183,5.00e-04,29830.47,83.97,18251776,N/A,2025-08-03 18:08:37
2228,2.522679,2.599372,20.736183,5.00e-04,29827.90,83.96,18259968,N/A,2025-08-03 18:08:37
2229,3.657514,2.599372,20.736183,5.00e-04,30146.99,84.86,18268160,N/A,2025-08-03 18:08:38
2230,3.484198,2.599372,20.736183,5.00e-04,29858.20,84.04,18276352,0.6383,2025-08-03 18:08:38
2231,1.789780,2.599372,20.736183,5.00e-04,29922.24,84.22,18284544,N/A,2025-08-03 18:08:38
2232,2.303032,2.599372,20.736183,5.00e-04,29892.64,84.14,18292736,N/A,2025-08-03 18:08:38
2233,2.825470,2.599372,20.736183,5.00e-04,29861.38,84.05,18300928,N/A,2025-08-03 18:08:39
2234,3.529862,2.599372,20.736183,5.00e-04,29868.85,84.07,18309120,N/A,2025-08-03 18:08:39
2235,2.068017,2.599372,20.736183,5.00e-04,29837.27,83.99,18317312,N/A,2025-08-03 18:08:39
2236,2.191868,2.599372,20.736183,5.00e-04,29824.23,83.95,18325504,N/A,2025-08-03 18:08:40
2237,2.076331,2.599372,20.736183,5.00e-04,29801.53,83.89,18333696,N/A,2025-08-03 18:08:40
2238,1.881533,2.599372,20.736183,5.00e-04,29818.28,83.93,18341888,N/A,2025-08-03 18:08:40
2239,3.888537,2.599372,20.736183,5.00e-04,30063.81,84.62,18350080,N/A,2025-08-03 18:08:41
2240,2.315291,2.599372,20.736183,5.00e-04,29857.63,84.04,18358272,0.4496,2025-08-03 18:08:41
2241,2.922925,2.599372,20.736183,5.00e-04,29868.51,84.07,18366464,N/A,2025-08-03 18:08:41
2242,2.564915,2.599372,20.736183,5.00e-04,29897.43,84.16,18374656,N/A,2025-08-03 18:08:42
2243,1.621452,2.599372,20.736183,5.00e-04,29808.69,83.91,18382848,N/A,2025-08-03 18:08:42
2244,3.042358,2.599372,20.736183,5.00e-04,29849.71,84.02,18391040,N/A,2025-08-03 18:08:42
2245,3.082300,2.599372,20.736183,5.00e-04,29751.53,83.74,18399232,N/A,2025-08-03 18:08:42
